hindi_text	mundari_text
भुगतान करने में चेक की बजाय बैंक ड्राफ्ट का प्रयोग	टका ओमेआते चेक कारेदो बैंक ड्राफ्ट लगातिंगा।
एक पंछी को एक भाई ने तीर मार दिया और एक दूसरे भाई ने तीर निकाल करके बचा लिया।	मियद् चेंड़े रआ मियद् हगा दो चिआरि थुइङ किजा ओड़ो: मियद् एटा: हगा दो चिआरि ओड़ोङ केयाते इनिहि बचाव किजा।
आयोग तरफ से रंाची ने आकर खूँटी चाईबासा, जमषेदपुर ,पुरूलिया, धनबाद होकर रांची आए।	आयोग मुलिते राँची का हिजूः केआते खूँटी, चाइबासा, जमशेदपुर पुरूलिया, धनबाद एमन कोते सेनकेआते राँची को रूआड़ा जाना।
बाकी फिल्म में तो उनका सेक्सी अवतार है।	एटअः फिल्म रेदो इनिःअ लूड़-रूजि ओटअःकन लेका बइयाकनाए।
यानी, दुष्ट का स्वभाव ही होता है, हर किसी से बिना वजह दुश्मनी करना |	मेनदो, दुष्टअः स्वभाव गे तना, सोबेन को लोः बेगर कारण दुश्मन बइ।
पुरःगेसदवतेजिनिद्कोहरजदा।	बहुतहीसंघर्षमयजीवनबितारहेहैं।
कौन हिंदुस्तानी होगा जिन्हें हमारी इन बेटियों पर नाज़ न हो ! मैं इन बेटियों के जज़्बे को सलाम करता हूँ और मैंने उनसे कहा है कि वो पूरे देश के साथ अपने अनुभवों को साझा करें |	अइञ ने कुड़ि होन कोअः जज्बे के सलाम जदा ओड़ोः अइञ इनकु के कजिअद् कोअः चि इनकु गोटा दिसुम लोओते अपन होबाकन हाल को उदुबेका।
किधर से आए थे?	ओको सागाते को हिजुःलेना ?
संभव है प्रत्यक्ष नहीं तो अप्रत्यक्ष विनिवेश भी करती हों।	होबा दाड़िओःआ लेलेल रे का रेदो का लेलेल रेओ पुंजि लागाव जादा।
आखिर कब खत्म होगा ये आतंक कहर।	मेनदो चिमतंग छबा:ओआ नेआ आतंक रेआ बोरो।
आप इस बात पर ध्यान मत दीजिए।	अम नेआ कजि अलोम पतिआ।
यूलिप खरीदने से भी आपको बचना चाहिए।	युलिप किरिङतेओ बानचाओ लागातिङा।
सिन्धु घाटी सभ्यता के अवशेषों से मिला एक प्राचीन खिलौना	सिंधी घाटी सभ्यता रा: बचाव रे नम जना: मीयद मारी खिलौना
इस पर सरकार की बाध्यकारी नीति हो।	नेया रे सरकारा:अ बाध्यकारी निति तइन का
जहां रिश्तों में समरसता होती है, मेलजोल रहता है।	कोताः नाता को माजा ताइना, एनता मेल-मिलान सोबेन मजा को ताइना।
मारुति में हड़ताल पर प्रबंधन सख़्त	मारुति रे हड़ताल रे प्रबंधन केटेः
दह के अस्तित्व रहने के समय से अब तक उस जग हपर एक कष्ट देने वाला जल देवता रहता है।	इकिर तइकेन दिपिलि तःएते नायः जकेद् एन तःरे मिअद् एद्कन इकिर बोंगा मेअ: इअ ।
उसके गालों पर डिम्पल थे।	इनिआः जोआ रे डिम्पल ताइकेना
ऐसे में, glacier और उनके आस-पास के इलाके से 130 टन और उससे भी ज्यादा कचरा हटाना और वो भी यहाँ के fragile eco-system के बीच !	ने लेकारे glacier ओड़ोः एन जपा-पआ रअः टयद तआते 130 टन ओड़ोः एना तेयो अधिका जोबोरअःको परका ओड़ोः एनाओ नेताआ रअः fragile eco-systemरअ तलारे।
और कुछ ही क्षणों में उसका ब्लाउज खोल दिया।	आर हुड़िङ खोन रे गे इनिआः ब्लाउज ओचोःकेदाएः।
वस्त्र भी ऐसा जो रामदेव पर फ़िट आये।	लीजा:यो नेका जे ची रामदेवअ: रे फिट हिजु:वा:
छोटी बच्ची पानी भरने के बाद नहीं उठा पा रही है(सर पर ढोने के दिए)।	हुड़िङ होन दो दाः पेरेः केद चि काएः दुपिल दाड़ि तना।
अपने अपने घरों में, आप कहां गये थे, कहके औरतों के पूछने पर,उनलोगों को हम कौन सा बहाना बनायेंगे?’’	मेनते कुड़िको कुलिजद्बुरे, चेनअःबु बा’ना-एअ?’’
मनोज तिवारी ने की सुष्मिता से शादी	मनोज तिवारी रिका किजाए सुष्मिता ते अड़ांदि।
आप एक किताब नहीं खरीद सकते	आम मिआद किताब काम किरिङ दाड़िआ।
वह बेहद खिसियाआ हुआ सा बैठा था।	इनिः बेसे खीसते दुबाकान ताइकेनाएः।
अगले साल से यह शुल्क और उंचा हो जाएगा।	हिजुः सिरमा ते नेआ राः गोनोङ ओड़ोःगे हाराओआ।
करीब-करीब 10 लाख करोड़ रुपयों के 270 प्रोजेक्ट ऐसे हमने identify किए जो किसी सरकार ने शिलान्यास किया होगा, किसी ने 1000-2000 हजार करोड़ रुपया लगा दिया होगा।	एनका-नेकाते गेल लाख करोड़ टका के बर सौ अपि हिसि गेल प्रोजेक्ट एनका अलेले उरुम केदा चि एना को जेता: सरकार रो: एन कमि को कए रिका कदा जआ:, जेताएओ जाएंञको मिद् हजार- बर हजार करोड़ टका लगाव कना ।
मैंने देखा सालों को पर तुमने कुछ नहीं देखा।	आञ लेल केदाञ सिरमा चेतान सिरमा मेनदो आम जेताना काम लेलकेदा।
यह सत्य है – आत्मकथा या जीवनी, autobiography या biography, इतिहास की सच्चाई के निकट जाने के लिए बहुत ही उपयोगी माध्यम होती है |	नेअः सत्य तनअः - आत्मकथा च जिवनी, autobiography च biography, इतिहास रेअः सनरति तअः जपअः सेन मेनते पुरअः गे उपयोगी माध्यम तनअः।
आश्चर्य चकित करने वाली बात।	अकादंदा लेकन कजि।
वहां घंटेभर तक हंगामा होता रहा।	एनता रे धंटा हबि: एपरङ होबा: वो तनगे तइकेना।
इसी संशोधन में यह भी प्रावधान किया गया कि संविधान के अनुछेद 20 और 21 के तहत मिले मौलिक-अधिकारों का आपातकाल के दौरान भी हनन नहीं किया जा सकता है।	ने संशोधन रे नेआओ प्रावधान रिका कना चि संविधान रेअः अनुछेद 20 ओड़ोः 21 रेअः होराते नमाकन मुनु-हक को (मौलिक-अधिकारो) रअः आपातकाल दिपिलिओ हनन का रिका छाडिओःअ।
संविधान कई उद्देश्यों की पूर्ति करता है।	सविधान चिमिन उद्देश्य को रआ पूर्ति तना।
अभिभावक की भूमिका बच्चों की सोच को दिशा	एंगा अपु कोअः होरा उनुदुब् होनकोअः उड़ुः रे होरा चुन्डुल।
आजकल एक खास फैशन चलन में है।	नाआः मिआद खास फैशन सेसेनाकाना।
लोग अपने-आप रास्ते खोज रहे हैं।	होड़को अपन ते गे होरा को दंडा तना।
कुछ दवाएं व नियमित कसरतें चलेंगी जिनसे आराम मिल जाएगा।	हुड़िङ रानुको आर नियमित कसरतको सेसेना ओकोआते आराम नामो:गा।
मैंने इसे छठी के साथ तुलना किया है।	एना चटि लोःगेड. जोकाकेदा।
तब सबने उसकी स्त्री को फुसलाकर पुछा कि वह किस उपाय से पकड़ा जा सकता है ?	तोबे सोबेन को ईनीअः कुड़ी को फुसलव कीः ची को कुली किअः चि इनीः ओको उपाय तेएः सबोगा ?
दुगा-चलो तब, तुम हमलोगों को बताओ, दौनी की शुरूआत क्या है ?	दुगा -मर तोबे, उदुबअलेम, एन-पुना चेकनअः ?
दूकानवाला-‘‘यह सही है, हम आदमियों का मुंह कई तरह का है, इसी तरह मन भी अलग है।	दोकाननिः, ‘‘एनादो हे’गे; अबु होड़ोकोअः मोचा हटिकुटिगेअ; एन लेकागे मोनो जुदागेअ।
से आपको नुक़सान पहुँचता है क्योंकि आप गर्भवती हैं।	एना नुकसानमेआ चिआचि आम लाइःते मेनाःमेआ।
ये समाज एक त्रिशंकु अवस्था में झूल रहा है।	ने समाज मिआद तुनुड़ाम लेकान दासारे हाकाकाना।
हमारे यहां जालंधर में हरिवल्लभ संगीत सम्मेलन होता।	अले ता: रे जालंधर रे हरिवल्लभ संगीत रेआ: सम्मेलन होबा तना।
पूरे पाँच हजार नक़द देने पड़े।	पूरा पाँच हजार नक़द पैसा ओम टो जाना।
लेकिन इतना रूपा उनलोगों को कहां से मिल रहा है ?	त्र्प्रमिनड. रुपा त्र्प्रोकोरेको नमजदा?
यह समाज मन चेतना का एक विराट सागर होता है।	नेआ समाज मोन उनुसकुर रेअः मियद् मरंग एकन दोरेया बइओः तना।
परंतु यह आज की हकीकत है।	मेनदो नेआ तिसिंग रेआ : सरते कजि।
तब वह मोरारजी सरकार में विदेश मंत्री थे।	इन्तुः आए मोरारजी सरकार रे विदेश मंत्री ताइकेनाए।
एक बर्फीले प्रदेश नाम बताओ ?	मोयोद् रतङ दिसुम रअः लुतुम उदुबेपे ?
मैं ये भी जानता हूँ कि आप इस निर्णय का समर्थन करते हैं।	अइञ नेओः इतुअन तना चि आपे ने कजि गोटाा रेअः समर्थन जदा पे।
यदि इनमें से कोई भी चीज मौजूद नहीं है, तो क्या बीज अंकुरित होंगे?	जदि नेकोरे जानअ: बनोओ रेयो नेअ: जङ ओमोनोओःअ?
मीठा-मीठा पका हुआ मड़ुवा रोटी।	हेड़ेम हेड़ेम ओयोङ कोदे लाद।
एक दुसरे कहानी बंदर के दोस्ती में एक शिकारी राजा और जंगली भालु का उल्लेख मिलता है।	मियद् एटअः कहानि 'गड़िएः सोंगोति' रे मियद् सेंदेरा राजा ओड़ो: बिर बुड़ियाअ: जगर नमोः तना।
जब कारखाने में बार-बार गैस का रिसाव हाने लगा और सबको यह बात समझ में आ चुकी थी कि कहीं कुछ भारी गड़बड़ी चल रही है, तब भी निरीक्षकों के कान पर जँू तक नहीं रेंगी।	जब कारखाना रे खाने-खाने गैस रआ रिसाव होवाओ तना ओड़ो सोवेन को नेया जागर समझ रे हिजु चुकाव कान ताइकेना चि कही हुड़ि मरंग (हम्बल) गडवडी चलव तना, तोबे ओ निरिक्षक कोआ लुतुर रे इडुवाद सनते काको सेन केदा।
इस द्वीप में एक project, Arctic world archive बनाया गया है।	हुड़िग दिन सिदारेगे, मियद् रोचक जोजना रअः विषय रे पढ़ाव तन तईकेना।
मैं कह रहा हॅू इस तरह के विश्वास को मना करने पर भी नहीं माना जा सकता है, इस बात में मैं पूर्णरूप से विश्वास करता हॅू , हर दो तीन महीने में कहने पर भी, उस विश्वास को भूल नहीं सकता और बाघ भी आदमियों के साथ जंगल के रास्ते में जाने में डरता है, इसलिए वह कसूर कर रहा है कैसे कह सकते हो ?	त्र्प्रइड. मेनजदा एनकन बिसुत्र्पासदो मनात्र्प्रोःरेत्र्प्रो का मनतिड.दड़ित्र्प्रोत्र्प्र; एन कजिरे पकागेड. बिसुत्र्प्रासतना; बर त्र्प्रपि चनडुः दिनाकिकजित्र्प्रइड.रेत्र्प्रो, एन बिसुत्र्प्रास काइचड. बगे दड़ित्र्प्र; त्र्पद् कुलात्र्प्रोः होड़ोकोलोःबिर होरा सेनोइड. बोरोएत्र्प्र; एनते कसुरजदाए मेनते चिलकाम कजि दड़ित्र्प्र?
मैं ईमानदारी के साथ इस कार्य में जिम्मेदार बनंू।	आइङ पुराः इमानदारीते आपन टाके ने कामि रेइड़ जिमा जादा।
मुझे पूरा भरोसा है कि आप सभी ‘योग दिवस’ में बढ़-चढ़कर के हिस्सा लेंगे, साथ ही योग को अपने दैनिक जीवन में भी अपनाएंगे।	अइङ के पुरा बिसवास मेनअः चि अपे सोबेन ‘कसरत दिनाकि’ रे पुरअः-ते-पुरअः हिसा पे अउइअ, एना लोओते कसरत के जनव रअः जिदन रेओ पे अउएअः।
क्या रामनगर नहीं जाना है?	चि रामनगर काम सेनोगा?
उन्होंने शहद उत्पादन का काम शुरू किया। Quality Check के लिए लखनऊ में अपनी एक लैब भी बनवाई।	इनकु हुरूम सुकु रासे उत्पादन रआ कामि एटे कदा। Quality Check मेनते लखनऊ रे अपना मियद लैब ओ वइरिका तदा।
ध्यान में रख आसान बनाया गया है।	उड़ुरे जोगाओकेआते राबाल बाइआकाना।
शहर से बाहर निकलते ही मोटर सायकिल पंचर।	शहर ते उड़ुङजान चि मोटर साइकिल पन्चर।
बढ़ती ठंड के बीच नगाधिराज बता रहा मौसम की हकीकत	लअःइदिओःतन ठंठा तला रे नगाधिराज उदुब तनाए मौसम रेअः सरतिकजि।
भारत के संसाधनों से उन्हें प्यार है।	भारत रेआः खाजना कोरे इनिआः दुलाड़ा मेनाः
मध्यस्थ के बिना विक्रेता से संपर्क करें	रा: बेगर अखरिंग वाला लो: सपंर्क एम
जब भी सरकार की बातें आती हैं, तो कहते हैं नीतियां तो बनती है लेकिन last mile delivery नहीं हुई।	चिमता गे सरकारअः जगर को हिजुःअ, तोबेको कजिअ नीति दो बइओः तनअः मेन्दो last mile delivery का होबा जना।
इतने पर भी एकाध बार पूजा करते हुए को देखे गये ईसाई लोगों को, इस तरह कहने पर जबाब दिया जा सकता है।	इमिनरेओ, मिसा लेका बोंगातनरे लेलअकन किरतानकोदो, एनकाको कजिके रेको जबाब् दड़िओअ ।
कपास माता - मैं तुम्हारे बातों को मान रही हूँ, लेकिन मेरी जाति को तांतियों ने डूबा दिया है, यह एक बात और मुझपर बहुत ज्यादा मैला लगाया जा रहा है।	कद्सोम एंगा - अमअः कजिङ पतिअतना; मेनदो जति तइङ पेंड़ांएको डुबवअदा, एना मिअद्; अद् केनटेद्को मइलाजअः इञअ।
इन शंकाओं का उठना ही सेक्यूलरिज़्म की हार है।	नेन अुडू को ओमोन जान रेगे सेक्यूलरिज़्म हराव आए।
भारत विश्वगुरू व सोने कि चिडिया थी।	भारत विश्वगुरू आर सामड़ोम रेन चंेड़ेंः ताइकेना।
अलग उच्चारण? टाटर में Аден का उच्चारण करें	बिनगा सानाड़ा? टाटर रे काजिमे
एटमी मामले पर अटल बिहारी वाजपेयी विरोध में	एटम बम मामला रे अटल बिहारी बाजपेयीआः बिरूद रे
ऽ नेता	ऽ नेता
गांव की गलियों से भी गुजरना पड़ा।	हातु हाटिया मुलिगो पारोम टोः जाना।
बहनोई-‘‘ इसका उपाय दिख रहा है, लेकिन एक महीना तक अपनी बड़ी बहन के पास रहेगा ऐसा नहीं बताया जाये, लेकिन कहा जाये, अभी ही लौटेगा कहके और उनको आने का मन करे तो तुरत आने न दिया जाये, इधर खबर भेजा जाये, उसी दिन सुबह ही दूसरी बड़ी बहन के पास भाग जाओ, या नहीें तो मामा लोगों के पास चले जाओगे।	तेङजाते, ‘‘एना रअः उपए को लेलोःतना; मेनदो, मोद, चनडुःलेका अजिते तअःरेए तइना मेनते अलोका उदुबोःका, मेनदो कजिओःका, नेःगेए रूड़अः मेनते, अद् हिजुःए मोने’रेदो रोकागे अलोकाए हिजुः रिकाओः; नेते हाल कुलोःका; एन हुलङ सेतअःगे एटअः अजिम तअः निरमे, कारे कुमाको तअःतेम।
बगामा-वह स्कूल में रहता था और इस तरह की बातों को नहीं लिखे हुए के कारण से ऐसा विचार किया।	बगामा - इनिः इसकुलरेए तइकेना अद् उनकन कजिको का ओलअकन रअःते एनकाए बिचारकेदा ।
लेकिन, अध्ययन और सम्पर्क से इन धारणाओं में परिवर्त्तन हुआ।	मेन्दा, पड़वे अर नपमते ने बिचरको रे बपदिलि हिजुगा कना।
ज़्यादातर फ़ॉण्टों की गुणवत्ता मध्यम या निचले दर्जे की है।	सांगि फॉण्टोंंको:आ गुणवत्ता मध्यम आर लातार दर्जारा: मेना:।
उस दौरान में मुण्डारी भाषा उनके बीच में अच्छी तरह से बोली जाती थी।	एन दिपलि कोरे मुंडा जगर बुगिन लेका इनकु तला तइकेना।
इन साइट्स का सबसे बड़ा खतरा वैयक्तिकता की समाप्ति है।	ने साइटकोआः सोबेनकोआते माराङ खतरा होड़ोआः बिनिनगा चबःओ रेअ मेनः।
सूत्रों के अनुसार राज्यपाल डीवाई पाटील बीमार हैं।	उनुदुब्कोअः पतियर लेका ते राज्यपाल डीवाई पाटील रूआ तनाए।
तभी देखा की आगे सड़क बंद है।	तोबे ले लेल ला: चि अयर होरा केसेदा कना।
आपसे प्रार्थना है कि कृपया भारत सरकार की जो कार्ययोजना है, उसके बारे में अवगत करवाने की कृपा करें।”	अमआते अर्जि मेनअः चि लिबुइ केआते भारत सरकार अ कमिरअः योजना को होड़ोको तला रे उदुब् रे देंगाएमे।
भारत में भी ये चुनौतियां तेजी से बढ़ रही हैं।	भारत रेओ नेअ: बलाएको सेकेड़ा ते हरा इदिओ तना।
इस धंधे में आसुमल के चार साझीदार भी थे।	ने कमि रे आसुमल रेन उपुन जमानजारूको गेको तइन केना।
“देशी जनता” को सभ्य बनाना राष्ट्र को शिक्षित करना	‘‘दिशुम होड़ोको’’ सेंड़ान बइ, दिशुम के ओल-पड़व कमि
इससे विश्व मंच पर भारत की स्थिति और मज़बूत बनेगी।	नेआ ते विश्व मंच रे भारत रअः स्थिति ओड़ोः गे मजबूत बइओःअ।
साहित्य का विभाज हुआ है उसमें मुण्डारी कहानी को तीन भागों में बॉटा गया है-	सहिति रे हटिञा कन लेकाते मुण्डा कानि को अपि टयद रे मेना:-
"सदाबहार कहता है - ""अब मैं सोच-समझकर खेती कर रहा हूँ।"	सदाबहारएः कजि जदा - नअः दो अइञ् बुजव केआते खिति-बति रेअः कमि को रिका जदा।
उस मुर्गा को दुकुरा ने पूजा किया।	एन सिम दुकुरा बोंगाकिःअ।
यही कि तुम्हारे साथ ऐसा हुआ।	नेआ गे चि आम लोः नेका होबाजाना।
2. अनायुम-दुरङको रे दुरङ बइ हरियाकोअ: बनर का पिचा नमो: तना मेन्दो नवा-दुरङको लो: ते दुरङ बइ हरियाकोअ: बनर दुरङको रअ: सते तेगे तइन तना।	2. लोक-गीतों में लेखकों के बारे में विवरण नहीं मिलता है लेकिन नया-गीत के साथ-साथ लेखकों का विवरण गीत के साथ ही रहता है।
मेरे परिवारजनों, भारतीय संस्कृति और भारतीय संगीत अब Global हो चुका है।	अइञ परिवार होडो को, भारतरेआ संस्कृति ओड़ो: भारतीय दुरांङ नआ: Global होवा चुकाव कना।
कामु नेवू सदि पूछिऐ बहि बहि करै बीचारु।	बेस काम ठोरतानरे सांगि आलोम उड़ु:एआ।
तमीजदार। फर्राटे से अंग्रेज़ी बोलने वाले।	तमीजदार। फर्राटे ते अंग्रेज़ी काजी को।
नई टीमों को कुछ तो फायदा देना चाहिए।	नावा टीम जाना: दो फायदा नम लागातिंगा।
इण्टर की परीक्षाओं में सबसे ज्यादा बच्चे इन्हीं दोनों विषयों	इनटर राः परीक्षा रे सोबेनको ते साङगि होनको नेआ बारिआ विषयकिन
और हमारे समाज की विशेषता है – आत्मसुधार करने का निरंतर प्रयास, Self-Correction, ये भारतीय परम्परा, ये हमारी संस्कृति हमें विरासत में मिली है।	आबुआ समाज राः विशेषताः- आपानाः सुदुराओन रेआः जुलुङ, Self-Correction, नेआ भारत रेआः परम्परा, नेआगे आबुआः सासंकिर दो आबु विरासत रे नामाकाना।
या ब्लाह ब्लाह पोस्ट करने की चेष्टा करूँगी।	आंवगे पोस्ट रआःञ कोसिसिआ।
गरीबों के साथ अत्याचार देखकर भी गुस्सा आता है।	रेंगे: होड़ो कोलो: अत्याचार लेल के रे जि रे किसिं गे हिजुः तना।
राष्ट्र के प्रति उनकी निस्वार्थ तपस्या का ही प्रतिफल था कि लगभग डेढ़ वर्ष के संक्षिप्त कार्यकाल में, वे देश के जवानों और किसानों को सफलता के शिखर पर पहुँचने का मन्त्र दे गए।	राष्ट्र लइ मेन् ते इनिअः निस्वार्थ तपस्या रअः गे प्रतिफल तइकेना चि लग- भग डेढ़ बरस रेअः संक्षिप्त कार्यकाल रे, इतिः दिसुम रेन जवान कोके ओड़ोः किसान कोके सफलता रेअः शिखर रे तेबाः रअः मोनतोरोको ओम तुकादाए।
ने कहानिको अयुमो: तना ओड़ो: घड़िसा दुहरावो: तना।	ये कहानियाँ सुनी जाती हैं और बार-बार दुहराई जाती हैं।
दोनों का जिक़्र आया और कहकहे उठे।	बरन किना: जगर उड़ुङ जन चि सोबेन को लंदा केदा।
उन्हें भाजपा के राजपाल सिंह शेखावत ने हराया था।	इनि: भाजपा रेन राजपाल सिंह शेखावत हराव कि:आ।
ने पुथि रेअ: एटअ: छनापा 1930 ई. रे ओड़ो: उपुनिया छनापा 1947 ई. रे कॉथलिक प्रेस राँची आते उड़ुङ लेना।	इस पुस्तक का तृतीय संस्करण 1930 ई. में और चतुर्थ संस्करण 1947 ई. में कॉथलिक प्रेस राँची से छापी गई थी।
लेकिन प्रभात अखबार अपने उद्देश्य में कामयाब नहीं हो पाया।	मेनदो प्रभात अखबार अयगा: कजि कमि कोरे काए: नम दडिजना
शत-प्रतिशत का मूड बनाकर के चलना है।	सोबेन कोआः मोने बाइ केआते सेसेन रआः मेनाः।
नियमानुसार देहरादून से ही सारे कार्यक्रम तय कर दिये।	नियानुसार देहरादुनतेगे सोबेन कार्यक्रम बाइकेदाको।
दुगा-प्रेतात्माओं के चरने पर डायनों को पकड़ा जाता है ऐसा आपने कहा था, यह मैं समझ नहीं पाया।	दुगा - बोंगा अतिड. जनरे नजोमको सबोअम मेन; एना काइड. बुजवजना।
अब, आपलोग विचार कीजिए कि ये जातियां अच्छे काम कर रहें हैं या बेईमान काम कर रहें हैं ?	नअःदो बिचारेपे हेन जतिको बुगिनको कमितना चि बएमानको कमितना?
रास्ता मुझको सूझ नहीं रहा है। किस बात के लिए तुम आये हो कहने पर, फलना वालों ने इस बातको, मुझसे पूछवाने के लिए भेजा है ऐसा इनलोगों से कहूंगा, लेकिन शायद वे मुझसे नहीं पूछेंगे।’’	होरा काइङ नमजदा। चेकन कजि मेनतेम हिजुअकनाको मेनलेरेदो, पलनातेको ने कजिको कुली रिकातअःइञअ मेनतेङ कजिअकोअ; मेनदो का जाअःको कुलिञअ।”
जब मैंने आखिर में कहा था कि हम तीन-चार महीने के बाद मिलेंगे, तो लोगों ने उसके भी राजनीतिक अर्थ निकाले थे और लोगों ने कहा कि अरे! मोदी जी का कितना confidence है, उनको भरोसा है।	ओको इमतङ टुंड़ु रेइञ कजि लअः चि अइञ अपि-उपुन चण्डुः तयोमते बु नापामाअः दो होड़ोको एना रओः राजनीतिक ओरोतो को उड़ुङ केदा ओड़ो होड़ोको कजि केदा चि अरे! मोदी जीअः चिमितङ आत्मविश्वास मेनअः।
उपर्युक्त कहानी में केवल हरमीत की माँ ही घर के काम नहीं करती थीं।	चेतान रेअः कानि रे हरमीतअः एंगाते बारि गे कएः कमितन तइकेना।
समांतर सिनेमा को सरकार का सपोर्ट था।	समांतर सिनेमा सरकार सा:ते देंगा नम ला:ए।
रवि की कक्षा के एक एन.सी.सी. कैंप में जेस्सी ने आश्चर्य से कहा, ‘‘कितनी मुसलाधार वर्षा हो रही है।	रविअः कक्षा रेन मियद् एन.सी.सी कैंप रेन जेस्सी अकादंदा लोःते कजि केदाः ‘‘चिमिन मूसलाधर दअः होबाओः तनअः।
कुछ दिन पहले ही कोरोना ने उन्हें हमसे छीन लिया।	हुड़िग दिन दिसा रेगे कोरोना इनीः अबुआ ले सोबो दिन मेनतेए इदि किआः।
बलिराम की चिन्ता से उसकी माता और लड़‌कियॉं अच्छी तरह भात नहीं खाती हैं और उनका शरीर रोगी सा हो गया।	बलिरामः उड़ुःते, एंगाते ओड़ोः कुड़ि होनको मोद् चनडुः लेका मनडि बे'सेगे काको जोमअना, अद् हसुतन लेकागे इनकुअः होड़मो रिकाजना।
च) बगुला और केंकड़ा	च) कोःओ ओड़ोः कड़ाकोम
बुजओ को अञ् अद् इतुन को सेन का।	समझाऊँगा और सीखने जायें।
हातु हातु टोला टोला - गोव गांव टोला टोला	हातु हातु टोला टोला, रूम्बुल लेना सुसुन दुरङ
ठीक उसी समय, मतुरा गाय बैंलों को हांक के ले आ रहा है और रास्ते में प्रचारक के साथ मुलाकात हुई और तुम्हारे दादाजी ऐसा वैसा कह रहें हैं, आप ऐसा वैसा कहिए कहके मुझको कह रहें हैं।	टउका एन दिपिलिगे, मतुराउरिःकोए हरत्र्प्रउजद्कोत्र्प्र, त्र्प्रद् होरारे परचार लोःकिड. नपमजना, त्र्प्रद् ततामनेका हेनकाए कजिजदा, त्र्प्रम नेका हेनका कजीमेए मेनत्र्प्रइतना।
आसपास ऊपर तक छोटे बडे पत्थर और चट्टानें ही थीं।	हेन जपा कोरे हुडिंग माराँग दिरी अर सेरेंग गे ताइकेना।
यह कम्युनिस्टों की चीनपरस्ती का नया सबूत है।	नेआ कमनिस्ट कोआः चीन साओः रआः नावा सबुइति तानाः।
श्रीनगर नगर निगम को भी मैं बधाई देता हूँ कि स्वच्छता के प्रति इस पहल के लिए और Ambassador के लिए उनकी इस कल्पना के लिए, क्योंकि श्रीनगर एक tourist destination है और हिन्दुस्तान का हर नागरिक श्रीनगर जाने का मन करता है उसका, और वहाँ सफ़ाई को इतना बल मिले ये अपने आप में बहुत बड़ी बात है ।	श्रीनगर नगर निगम अञ बधाईएञ ओमःइ तना चि स्वच्छता रअः प्रति नेआ पहल मेनते ओड़ोः Ambassador मेनते अयगः नेअ उड़ु मेनते, चियाःचि श्रीनगर मियद destination तना ओड़ो हिन्दुस्तान रेन सोबेन होड़ो को श्रीनगर सेन सनङ कोअ, ओड़ोः एनतः सफाई रे नमिनङ पेड़ेः नमो तना नेया अपन रेगे मियद् मरङ जगर तना।
बेटे की तबीयत अब कैसी है?	कोड़ा होन आ: रूआ निमतंग चिलका मेना:।
इन दिनों टेलिविजन और इंटरनेट नही हुआ करते थे।	एन दिलङ कोरे टेलिविजन अर इंटरनेट का तइनोः तइना।
इसके बाद सभी ने कहा-हमलोग नहीं सोयेंगी, हमलोग इतने मूर्ख नहीं बनेंगी।	एनते सोबेनको मेनकेदा -काबुअः, ना, अमिनङ काबु डोनडोना।
लको-किसी प्रकार का दवाई मैंने उनको नहीं दिया है, लेकिन फलना पहाड़ी के प्रेतात्मा नुकसान पहुंचा रहा है कहके अनुष्ठान करने से पता चला और उस प्रेतात्मा को गुण से उनको वश में किया, इसलिए वह बच्चा स्वस्थ हो रहा है।	लको - जेतन रनु काइड. ओमअकअःइअ मेनदो पलना बुरुरे बोंगा हतिरतना मेनते भवरेड. नमकेदा अद् एन बोंगा गुनतेड. कबुकिःअ एना मेनते होन बुगिओःतना।
