hindi_text	mundari_text
कहते हैं दम्पति में एक दूसरे का नाम लेकर बुलाने पर दोनों के बच्चे गूंगे हो जाते हैं ।	बुड़िय - कजिअको कुलगिअरे नुपुतुमजन किङअ: होनको गदिअ ओअ ।
भारत के अनेक क्षेत्रों में कपड़ा बुनाई के उद्योग में यह व्यवस्था प्रचलित है।	भारत रअः ओड़ोः गे ठांव रे लिजअः बइ रअः उद्योग रे नेअः व्यवस्था पुरअः गे सेसेन तनअः।
इतिहास का एक-एक बात इस कहानी से पहचाना जा सकता है।	एतेहाइसि रेआ मोयोद उरूम चिनाओआ, ने कानि ते।
इस बार भी मैं आपको निमंत्रित करता हूँ।	नेस कनो गे आञ अपे के नेवता जद् पेअः
देश की इन्हीं उपलब्धियों में से एक है In-Space नाम की Agency का निर्माण। एक ऐसी Agency, जो Space Sector में, भारत के Private Sector के लिए नए अवसरों को Promote कर रही है।	दिसुम रेअ: एन उपलब्धि कोरे ते मियद् मेनअ: In-space नुतुम रअ: Agency रअ: बई , मियद् नेलकन Agency, ओकोअ: Space Sector रे, भारतअ: Private sector मेनते नवा मोका कोके promote रिका तनए।
जैसे-जैसे ‘मन की बात’ का episode करीब आता है तो travelling के दौरान, आपके द्वारा भेजे गए ideas और inputs को मैं बहुत बारीकी से पढ़ता हूँ।	चिल्का-चिल्का ‘मोन रेअः जगर’ रेअः episode जपाः हिजुःअ दो travelling इमतड. अपेअः बटे ते कुलाकन ideas ओड़ोः inputs कोके अइञ् पुरअः जपाः तेइड. पढ़वेआ।
उसके बाद उसका शरीर, उसके नाद उसका सिर।	एन तयोमते अएअः होड़ोमो, अएअः सड़ा अएअः बोः।
computer पर FIFA खेलिये लेकिन बाहर मैदान में भी तो कभी football के साथ करतब करके दिखाइये |	कम्प्युटर रे फिफा इनुङपे मेनदो रचा पिड़ि रे ओगे तोबे मिसा फुटबॉल लोओ ते करतब लेल रिकाए।
होयोदअः ते अएअः सोबेन तम्बुको तुद् गिडि जना ।	आंधी पानी से उनके सभी तम्बू उखड़ गये।
जैसे बच्चे की तुतली बोली में ‘फार्म’, शिष्टता और कृत्रिमता नहीं होने पर भी सरल हृदय का सहज आनन्द कम नहीं होता, वैसे ही लोक-कविता अपने सहज उद्गारों में रसमय और प्रभावपूर्ण होती है।	चिल्का चि होनआं तोतोड़े जगर रे ‘ओते’ कजिजोमे ओड़ओ बनउटिआ कतनइ रेओ गे सोंगड़ा जीकुड़म रअ रबल रसिका कघटि तना, एन्कागे होड़ो-गमुइदि (लोक-कविता) अयआ सो-जे उदुबादको रे रसिसम ओड़ओ टोपोओओ तइन तना।
10 परसेंट हो, 20 परसेंट हो, जितना आपका बजट बैठता हो, लोकल पर जरुर खर्च करिएगा और वहीँ पर खर्च कीजिएगा।	10 परसेंट, 20 परसेंट, चिमिन अमागः बजट दुबोःतना, एनताः ताइन तन कोरे जरूड़ु खर्चाडपे ओड़ोः एनातः रेगे खर्चाएपे।
सर्वेषां कृते मम हार्दिक-शुभकामना:	सर्वेषां कृते मम हार्दिक-शुभकामनाः।
इसमें 'चन्द्र' नाम के एक शासक का जिक्र है जो संभवतः गुप्त वंश (अध्याय 11) के थे।	"नेयारे चन्द्र"" नुतुम रेन मियद राजाः जगर को ओलोकाना, एना होबादाड़िओअ: गुप्त वंश (कुतुयुल 11 (गेल मिअन) ) रेनि तइकेना।"
नीचे में बच्चें लोग और बहन लोग नहा रहे थे या कोई लोग मछलीयों को फंसा रहे थे।	लतर रे होन को आद बाउते तको डेबेल च हाइ को जलोम तन केना।
अपने जीवनभर की कमाई इसमें लगा दी।	अपन जिनिद भइर रअः कमाइ एना रे लगव केदए।
सबने एक कर वृक्ष के ऊपर चढ़ना शुरू कर दिया।	मियद-मियद ते दारू चेतान देःको आचून जाना।
लिखने की इच्छा मुण्डाओ में भी आ गई।	ओल रेआ जुलुङ मुण्डा कोरे हिजुः तना।
बिरड.-‘‘दादा जी, उनकी बीमारी पर हमलोग नहीं हंस रहे हैं, लेकिन बात पर हंस रहे हैं।’’	बिरङ, ‘‘इनिअः दुकुदो, अजा, काले लनदातना, मेनदो अमअः कजिले लनदातना।’’
देश में साठ साल बीते, गरीबों के लिए बैको का राष्ट्रीयकरण किया गया लेकिन इसके बावजूद भी साठ साल से भी अधिक समय के बाद गत 15 अगस्त को देश के चालीस प्रतिशत लोग बैंक खातों से वंचित थे।	दिसुम रे अपि हिसि सिरमा बिताओ जना, रेंगे-रबङ को मेनते बैंक कोरअः राष्ट्रीयकरण रिका कना मेनदो नेआ रेअः तयोम तेयो अपि हिसि सिरमा ते थिमबा सोमोय तयोम ते सेनो जन 15 अगस्त रे दिसुम रे बर हिसि प्रतिशत होड़ो बैंक खाता कोते बगेअकन तइन केना।
नई रानी ने आते ही पहली रानी के सभी बच्चों के मुंह में पुआल ठूस कर उन्हें मार डाला।	एन नवा कुड़ि को आउ किःचि चेनाए रिका केदाचि सिदा कुड़ि रेन सोबेन होन को बुसूः तेएः तुविद् गोएः केद कोवा।
बाद में उन्होंने अपने नाम के अनुरूप ही अपने स्वयं को सिद्ध करके दिखाया।	तयोमते इनिः अयअः लुतुम रेआः लेकाते गे अए खुद गे सोजे केआते उदुबद कोवा।
हमने देखा कि सकल के विकास के लिए शिक्षा एक महत्त्वपूर्ण आगत था।	अबु लेल केदाबु चि सकलः उबर लइते ओल-पढ़व जरूङु गे तइकेना।
नामसिली गाँव के लोगों बताते हैं कि उस सिपाही आत्मा के रुप में एक - एक बार कोई जगहों मे टोपी पहिना हुआ दिख जाता है।	नामसिली हातु होड़ो को उदुबेअ चि एन सिपाही बोंगा रूप रे नाअ मोसा- मोसा संदी कोरे टोपिअ कन लेका लेल नमोअ।
ऐसी ही, अनेकों शहादतों ने भारत के आज के स्वरूप को बचाए रखा है, बनाए रखा है।	नेगा गे, ओड़ोःगे शहादत कन को नेन भारत तिसिङ ने लेका बनचावा कना, बइआ कना।
कोइरी-हमारे गांव में बाघ हैं या नहीं हैं, इसके बारे में मैं आपसे पूछ रही हॅू।	कइरि-अबु हतुरे कुलाओःको मेनअःकोअ चि बड़कोअ, इनाइ कुलिजद्मेअ।
चुनाव और संस्थाओं के साथ-साथ तीसरा तत्व है- अधिकारों का उपयोग।	सनालअ ओड़ोः संस्थाको लोः मिसा मिसाते अपिआ तत्व तनअः - हक को उपयोग।
पुल छोटा सा है।	पुल हुड़िङ गेआ।
नियर ससन- अच्छा आदमी उसमें किसी तरह का दोष नहीं है यानी दोषमुक्त है सैसे व्यक्ति का पत्थर मसड़ा में चढ़ाया जाता है।	नियर ससन - निमन होड़ो एन रे बेगर नसि दोसिते गोए: जन होड़ोअः नुतुमते ससन दिरि रकबोःतना।
गुरुवार के दिन संदी था।	बिरसपति (गुरूवार) हुलंङ दिन संदी तइ केना ।
बोगोता टांड़ देश भाग या।	अद् बोगोता निरजना पिड़ि दिसुमते ।
इसके बाद के दिन दूसरे घर में हमलोग अनुष्ठान करेंगे।	एन तयोम हुलङ एटअः ओड़अःरेबु रिकाएअ।
"ज्योही ही बलिराम घर में घुसा त्योंही सारा घर दारू की गंध से भर गया; और माता पूछती है, ""ओ बाबू ! दारू पीने के लिए किसने पैसे दिअे ?"""	"ओड़अः रे बलिराम बोलोजनलोःगे, गोटा ओड़अः अरकिते नब्जना, अद् एंगाते कुलिजअःइअ, ""अते बबु, अरकि नू मेनते पएसा ओकोए ओमद्मेअ ?"""
काले धन का तो प्रभाव ही कम होता जाएगा, तो मैं देशवासियों से आग्रह करता हूँ कि हम शुरू तो करें।	काला धन रेअः दो असर गे कोम इदिओगा, दो अइञ दिसुम रेन होडोकोअः ते अरजि तनाइञ चि आबु एनेटेः कजिबु एटेः।
प्रयोग न हो तो हमारा देश देश न रहे।	प्रयोग का होबा रे अलेअः दिसुम दिसुम का तइनोःआ।
“भारत मुंडा समाज ” के मार्ग पर यह संभव हो पाएगा।	"मर ""भारत मुंडा समाज"" होराते नेअओ रिकाओका।"
लीजिए, अब हमलोग खायेंगे।	ने’, नाअःदोबु जोमकेअ।
आजकल यह सब नहीं होता है।	नेअको ने दिन् दो क होबतन।
वे सतत् हैं तथा उन्हें केवल दर्रों के द्वारा ही पार किया जा सकता है।	एनाको सतत् तनाः ओड़ोः इनिः बारिः दरौ रेअः लेकातेको परोम दाड़ियआ ।
और मुझे खुशी है कि आज ‘जल-जीवन मिशन’ ने देश में एक तंदुरूस्‍त स्‍पर्धा का माहौल बनाया है।	ओड़ो अइञ के रसिका मेना चि तिसिङ जल-जीवन मिशन दिसुम रे मिआद तंदुरूस्त स्पर्धा कदा।
मुझे, यह बताते हुए खुशी है, देशभर के 700 से अधिक जिलों के 5 लाख से अधिक लोगों ने बढ़-चढ़ कर इसमें हिस्सा लिया है।	आञके, नेआ उदुबतन लोओ रसिकाओ तनाइङ, दिसुम रेन 700 ते तिबा जिला कोरे 5 मोड़ेआ लाख ते तिबा होड़ोको बढ़ाव - चढ़ाव केयाते नेएआ रे भाग को आऊला:।
बचपन में उनका नाम प्रमोद पाहन और माता का नाम राधामुनी था।	जयपालआः आपु तेआः नुतुम अमरू पाहन आर एंगा तेआः दो राधामुनि ताइकेना।
भट्ठियों आग से जब धरती जलने लगी, आकाश धुवें से भर उठा।	हन्ते दो ठकुरैन धरती जोलोम तन। लखि ठकुरद्यैन ओको मुलि धरती लोलोम केद एन मुलि ते ओते सपेल इदि जन आद् ओको मुलि ते जोलोम् कए तेबः केद् एन मुलि ते बुरू को बैजन ।
दूसरे जाति - गोत्र से तो ब्रह्मा, विष्णु और महेश।	एटा जाति दिकु को लेका तेदो - ब्रह्मा, विष्णु ओड़ोः महेश।
इन दोनों दर्जेवालों का कोई भी एक दूसरे का खाना खाने पर, चुआं के पानी से विलग किया जाता है, कुछ भी खर्च नहीं लगता है, लेकिन उनको उपवास करना चाहिए और उनके प्रचारक द्वारा मंत्रों का जाप करने के बाद, उनके उपर पानी छिड़कता है।	ने बरिअ दरजारेनकोरे जनिःगे एटअः कोअः जोमकेरे, डड़ि दअःतेको कनडाइअ; जेतन करचा का लगवोःअ, मेनदो इनिः कटबेन लगतिड.अ, ओड़ोः अकोअः परचार मोनतोरके‘ते, दअःतेए हिरचिअ।
काँग्रेस के हाथ को वोट दिया था अब मजे लो।	कांग्रेस राः ती रे वोट पे ओम लाः नाआ रासिका रे अगुइपे।
दुरगा-बढ़ते हुए की बात नहीें है।	दुरगका-हरा रकब् रत्र्प्रः कजिदो कागे।
हम में से कौन होगा, जिसने बचपन में गिल्ली-डंडा न खेला हो।	अबुआ तला रे ओकोए मेनईआ चि इनि हुड़िङ रे (गिल्ली डंडा) छोटा डंडा कए इनुङकना।
साथियो, अहोम साम्राज्य के बारे में दूसरी जानकारियां आपको और हैरान करेंगी।	सोंगेको अहोम साम्राज्य रेअः बारे रे एटः जानकारि को अपे के ओड़ोः गे अका दंदा पेअए।
सुलतान के प्रशासकों ने जमीन की पैमाइश की। और इसका हिसाब बड़ी सावधानी से रखा।	सुलतानअ: राइज सांमबाड़ो को ओतेको सोङ केदा । ओड़ो: नेअ: रअ: हिसब-कितब इसु चाइतर लो:ते जोगाव केदा ।
विभिन्न सम्प्रदायों के लोगों को भी बुलाया जाता है।	एटः एटः जाति रेन होड़ो कोयो को रगोः तना।
यह बना।	एना बइ जना।
जोहार साहब ! अच्छे तो हैं ?	जोआर गोमके! बुगि गे चि ?
कुत्ते भूँकने लगे और भगवान की नींद टूट बई।	अको अंवगे जेतय-कको बोलो रिकैय एन्तः रे हई मेतद कोवए चि-अञ् दो जेतओ दंङ् कञ् औय।
संदु और बिन्दि	संदु आ'र बिंदि
गुटिगड़ा का पंचायत	गुटिगड़ा रअ पनचइटि
दोनों लोगों की आवश्यकताओं से संबंधित हैं।	बारान होड़ो कोअः जरूड़ ते जुटिद कना।
हमारा पर्यावरण स्वच्छ रहे, हमारे पहाड़-नदियाँ, समंदर, स्वच्छ रहें, तो, स्वास्थ्य भी, उतना ही बेहतर होता जाता है।	अबुअ:पर्यावरण फरचि तइयो:का,अबुअ: बुरु-जोला, नइ, दोरोया फरचि तइओ:आ,स्वास्थ्यओ, इमनङ वो मजा इदिओआ ।
इसी जगह में ही हम बात करते हैं।	नेतअ: रेगेलङ जगरके ।
दुकुरा - टिकली खरीदना चाहिए कि नहीं ?	दुकुरा - टिकिलि दो कीरिङ लगतिङअ चि का ?
कुछ ही दिन पहले शान्तिनिकेतन और कर्नाटक के पवित्र होयसड़ा मंदिरों को world Heritage sites घोषित किया गया है।	हुडिंङ दिन सिदा शान्तिनिकेतन ओड़ो: कर्नाटक रेआ पवित्र होयसका मंदिर को World Heritage sites घोषित किया रिका कना।
प्रकृति माँ की तरह हमारा पालन भी करती है और हमारी दुनिया में नए-नए रंग भी भरती है।	प्रकृति उमा एंगा लेका अबुअः आसुल कामि ओ रिकाया ओड़ोः अबुअः दिसुम रे नवा - नवा रंग ओ फेरेः अए।
कुछ भी हो, अपना ग्राम-देश कभी छूटता है?	जेता लेकारेओ, अपनाअ: हातु दिसुम चि बागेओः आ?
मेरा आपसे अनुरोध है कि जल-संचय और जलसंरक्षण पर किये गये, अपने स्वयं के या अपने आसपास हो रहे प्रयासों की कहानियाँ, Photo एवं Video#jalshakti4India, उस पर ज़रूर Share करें I	अइअः अपेः को ते अनुरोध मेनः चि जल संचय ओड़ोः जल संरक्षण रे कमिया कना अबुआ मेनते गे अबुआ आस-पास रअः बईया कन कहानी, Photo ओड़ो Video#jalshakti4India, एना जरूर फैलव ए पे।
वह हल चलाना और बैल चलाना नहीं छोड़ता था।	ओड़अ रे सियुः चलू च उरि गुपिओ कए बागे जद तइ केना।
आमतौर पर हमारे यहाँ स्वभाव बन चुका था – होती है, चलो यार चलता है, लेकिन मैं देख रहा हूँ, मेरे देश का युवा मन अब सर्वश्रेष्ठ की तरफ अपने आपको केन्द्रित कर रहा है।	जव रेगे अबुतः कोरे चोलोनगे बइलेना- होबावो तना,हेया मर सेसेन तना, अञं लेल जदाञं, अञंः दिसुम रेया धंगाड़ा मोन नाअ दो सोबेनःते बुगिनः मुलिते इदिन को मोने जदा।
इसके साथ ही वे संगठन कौशल में भी निपुण थे |	नेयालोः तेगे अकिन गोट बबई रेओ पोकोतोआन किन ताईकेना।
बगामा-पोतियों, इसके बारे में भी, मैं नहीं जानती और अन्दाज से भी मैं कह नहीं सकती।	बगामा - नेअओ, ना, काइड. इतुअना, अद अनदाजतेओ काइड. कजि दड़िअ।
हे, अञ् एनका गे बइनइञ् सुकु तना।	हाँ, मैं वैसा ही बनना पसन्द करता हूँ।
प्रधानमंत्री जी: आपका medical education वहीँ हुआ।	प्रधानमंत्री जी: आमआ medical education एनता रेगे होबा कना।
कंदा कोड़ लिया।	संगाय उर जना।
इतना बात सुनकर, गुंगा गहरी सांस लिया और उनके मन में बचने का आशा जगी।	निमिनङ कजि अयुमकेद्ते गुंगा मरङगेए सयद्केदा, अद् बनचओः रअः असरए जीरे बोलोजना।
147. एक धान वृक्ष पर बोया जाता है-लाह	147. मियद् बबा दारू रेको हेरेया। - लहा
वह मेठ भी वहां आया हुआ था।	एन मे’टेओए सेनअकना।
दूसरे दिन सभी युवकों के जमा होनेपर भी, दुकुरा बुढ़ा के नहीं आने पर, बन्डुआ रिड़ु से कह रहा है-दुकुरा के नहीं आने पर मेरे द्वारा कल पूछा गया प्रशन के बारे में आप ही जबाब दे देजिए।	गपातेरे अयुब सोबेन दंगडाको जमनजनरेओ, दुकुरा हड़म काए हिजुःतनचि बनडुअ रिडुइ मेतअइतना -दुकुरा काए हिजुःरेदो होलाइड. कुलिकिः कजिरअः अमगे जगरतम।
हिमालय एवं उत्तरी मैदान हाल में बनी स्थलाकृतियाँ हैं।	हिमालय/बुरू चुटि च चेतन पेलेन टयद नाःअः बरसिंङ बइयआ कन टयद तना।
बालू टिब्बे के कुछ चित्र एकत्र करने का प्रयास कीजिए।	गितिल डिब्बा को रअः तरा बनइ को हुड़ि रेअः प्रयास पे।
बिकुरूम-उस गांव को मैंने देखा है, बहुत दूर है, जंगल के भीतर में है।	बिकुरुम-एन हतु त्र्प्रइड. लेलतदा; इसु संगिना; बिर बितररेत्र्प्र।
एक खनिज विशेष जो निश्चित तत्त्वों का योग है, उन तत्त्वों का निर्माण उस समय के भौतिक व रासायनिक परिस्थितियों का परिणाम है।	मियद् खनिज बिसेस ओकोनअः निश्चित तत्व कोरअः मेनेसा तनअः, एन तत्व कोरअः बनइ एएन सोमोय रअः भौतिक अर रासायनिक परिस्थिति कोरअः परिणाम तनअः।
हाँ, मैं रस्सी से बाँधता हूँ।	हे, अइञ बयरते तोल जाइञ ।
दोपहर में भी खाना नही देती थी।	तिकिन मंडिओ कःए ओमअ जःइ तइकेना।
स्थिरवैद्युत बल	स्थिरवैद्युत बल।
सभी जगह उनका जोनदार स्वागत किया गया।	सोबेन ताः रे आएआः माइन लोःते तेला दारोम होबा जाना।
उसके गवाह बुलाए जाएँ।	अएअः गोअकिङ रगोःका ।
इनके ताप का विकिरण होने से चारों तरफ़ सब कुछ गर्म हो जाता है।	निआ रेआ लोलो ओटङ जना ते बियुर आचुर सोबेना लोलो तना।
शक्तियों के इस बँटवारे के आधार पर प्रत्येक अंग दूसरे अंग पर अंकुश रखता है और इस तरह तीनों अंगों के बीच सत्ता का संतुलन बना रहता है।	पेडेए रआ ने हाटिग रआ आधार रे प्रत्येक अंग एटा अंग रे अंकुश जोगव तना ओडो ने लेकाते अपिया अंग कोराआ थाला सत्ता रआ बराबारी बइया कान ताइन तना।
"चद्लोमए: चपु लि: चि ""अतेअ अमदो नमिन जिलिङएम चद्लोमाकनाए: मेतइ तना।"	"वह शेर के पूंछ को छुता है और कहता है ""अरे तुम्हारा तो इतना लंबा पूंछ है।"
डोनडा-तुम औरत जात, सब में एक समान हैं।	डोनडा - अपे, कुड़िजतिको, सोबेनपे निगम ।
अच्छी होगी और अच्छी नहीं होगी के बारे में कौन पूछने आयेगा ? इसलिए जबतक सांसे चल रही है, दवा देते रहना चाहिए।	बुगिओः ओड़ोः का बुगिओः रअःदो ओकोए कुलि अउकेना‘ड़ोः? एना मेनते जी अउरि असिदोः बारिदो रानुगे लगतिङअ।
डोरण्डा के नजदीक में एक गांव हेसाग कहा जा रहा है इसका असल नाम है ‘‘हेसअः’’।	दुरुनडा दवरदरे मिअद हतु हेसाग मेनोःतना एना रअः असल नुतुम हेसअः।
उनका नजरिया यह है कि समय सामाजिक और आर्थिक संगठन में आने वाले परिवर्तनों को झलकाता है।	इनकुअ: लेनेल (लेलेल) नेआ तना चि सोमय, सामाज रेअः ओड़ोः आर्थिक गोट रे हिजु तन् बदलि कोरअः को जिलि-मिलिओ: तना ।
जब मैं उनकी लिखी ‘नशा’ नाम की कहानी पढ़ रहा था, तो मेरा मन अपने-आप ही समाज में व्याप्त आर्थिक विषमताओं पर चला गया।	ओको इमतङ इनिअः ओलाकन ’नशा’ लुतुम रेअः कहानि पढाव जद तइकेना, तोब रे सेनोः जना।
महामारी के चलते, पिछले दो साल, बेहद चुनौतीपूर्ण रहे हैं।	महामारी रअ चलते, सेनो जन बार सिरमा बेटकन युनौतिपूर्ण तइकेना।
दुकुरा-यह सही है। एक ही दिन में एक घर के बेटियों को विदा करना नहीं बनता है ऐसा कहते हैं, इस पर भी विचार करना चाहिए।	दुकरा -एना हे’गे। मुसिड.ते मिअद ओड़अःरेन बरिअ कुडि होनकिड. बीदा का बइओअको मेनेअ; एनाओ बीचार लगतिड.अ।
ऐसा ही एक शानदार कार्यक्रम सूरत में आयोजित किया गया।	एनकागे मिआद माराङ लेकान शानदार कार्यक्रम सूरत रेको आयोजन केदा।
मादा भालू उपर की ओर देखी तो सुरा लड़का बैठा है।	बाना बुढ़िया सिरमा अरिद लअ दो सिरमा रे सुरा कोड़ा दुबा कना।
खूँटी से 14 मील पूरब में सुकन पहाड़ है। दूर से देखने से चेपटा नजर आता है। लेकिन ऊपर चढ़ने से तो थक कर पसीना पसीना होने पर भी चोटि तक नहीं पहुँच पाते हैं ।	खूँटी आते 14 मील सिंगि तुरोः रे सुकन बुरु मेनाः। सँगिनाते लेल लेरे दो जोपोद गे लेलोआ। मेनदो चेतन रकब कोरे दो लगा चबा बल बल गिड़िओ रेओ चुटि का तेबा गोआः।
और ये जीवन में हर जगह पर होता है।	ओडोः ने जिनिद रे सोबेन तअः रे तइना।
वृषण नर युग्मक उत्पन करते हैं जिन्हें शुक्राणु कहते हैं।	वृषण कोड़ा जोड़ी उत्पन्न जदाको ओकोना के शुक्राणु कजिआको।
देश आज Record ट्रैक्टर की खरीद हो रही है।	दिसुम रे Record टेकटर ए किरिङ जदा।
वहाँ की भाषा अलग खान-पान अलग, हवा पानी सब अलग है ।	एनता रेआ जागार को बिनगा, जोम नू तुसिङ इसिर, होयो-दाः-सोबेनः गे बिनगा मेनाअः।
कुटुम्ब मेहमानों के साथ एक दूसरे को देखना भी बड़ा काम है, हां या नहीं ?	कुटुम कुपुलकोलोःलेपेलो दड. मरड. कमिगेःहे‘ चि का?
मतुरा का बेटा पतरस का विवाह का बन्दोबस्त	मतुराअः होनते कोड़ा पतरसअः अड़नदि बोनदोबोसो
स्त्री- उसे तो अनुभव कर रही हूँ, तौभी मन ही ऐसा हो रहा है।	कुड़ि - एनादोइङ टो'रजदा; इमिनरेओ जीगे एनकाओःतना।
बन्डुआ ने कहा-गैर आदिवासियों ने सही कहा है-जहां पर जीकर रहते हो, उसी जगह पर ही तुम्हारी मृत्यु होगी।	बनडुअ मेनकेदा - दिकुकोओ टउकागेको कजितदा; कोतअःरे जीद्अकनतेम तइना, एनतअ: रेगे दङ अमअः गोनोएः होबओअ।
गनसा-वे इतना खर्च कर रहे हैं, इसका उनको क्या फायदा मिल रहा है ?	गनसा-त्र्प्रमिनडको करचाजदा; एना रत्र्प्रः चेकन फएदाको नमजदा?
डोगे-मिल रहा है, लेकिन क्या मैं पीठ पर लाद लूंगा ?	डोगे - नमदो नमोःतना; मेनदो देअ सअःरे चिङ कुदेअ ?
खनन के कारण झारखंड, छत्तीसगढ़, मध्य प्रदेश और उड़ीसा जैसे राज्यों में वनोन्मूलन भूमि निम्नीकरण का कारण बना है।	खनन रअः चलते झारखण्ड, छत्तीसगढ़, मध्य प्रदेश ओड़ोः उड़ीसा लेकन राईज कोरे बिर उन्मूलन रअः तेगे ओते निम्नीकरण होबा कना।
पाग पाग की आवाज हो रही है।	पाग पागतन सड़ितना।
क्यों लंघन तुम्हें भय नहीं है बारह चेलाओं में मैं प्रथम चेला हूँ	का’चि, लंघन, चिरितेमा? बरो चेला चेलातिङअ!
कुछ व्यक्ति किसी बीमारी या किसी चोट के कारण अपनी दृष्टि खो देते हैं।	अधा होड़ोको जान बिमारी च जान चोट रअः ते अपनअः दृष्टि को अद् तअः।
यह अवधि एक सत्र में अथवा दो या अधिक आनुक्रमिक सत्रों में पूरी हो सकेगी यदि उस सत्र के या पूर्वाक्त आनुक्रमिक सत्रों के टीक बाद के सत्र के सत्र के अवसान के पूर्व दोनों सदन उस नियम में कोई परिवर्तन करने के लिए सहमत हो जाएं तो वह नियम ऐसे परिवर्तित रूप में ही प्रभावी होगा।	नेअः सोमोय मिद सत्र रे कारे बारिया कारे थिंबा अनुक्रमिक सत्र कोरे पूरा होबा दाड़िओःअ जोदि एन सत्र रेन चाहे पूर्वोक्त आनुक्रमिक सत्र कोअः ठीक तायेम/दोया तेअः सत्र रेअः अवसान रेअः सिदा बरन सदन एन नियम रे जहाँनः बदली लई मेनते सहमइतोः रेदो एन नियम नेलकन बदलीअकन रूप रे गे प्रभावी होबाओःअ।
छह उन में से मर गयीं, लेकिन सबसे बड़ीवाली रूप बदलने की गुण से चपटी पत्थर बन गयी।	तुरिअको गाएःजना; मेनदो मरङउतरनिः चएना बएना गुनते नेपेटा दिरिइ बइनतना।
अच्छी उपज के लिए बुआई से पहले मिट्टी को भुरभुरा करना आवश्यक है।	बुगिन उपज नङ मेनते हेरो आते सिदा हसा के भुरभुरा बबाई रअः दरकार मेनअः।
वह एक महात्मा या साधु, एक पंडित, इलाहाबाद के एक ब्राह्मण, यहाँ तक कि एक देवता हैं... उनके नाम की असली ताकत का अंदाजा इस बात से लगाया जा सकता है कि प्रतापगढ़ के लोग मानते हैं कि उन्होंने ही बेदखली रुकवाई थी... आमतौर पर गांधीजी को लोग सरकार का विरोधी नहीं मानते बल्कि केवल जमींदारों का विरोधी मानते हैं... हम गांधीजी और सरकार के पक्ष में हैं।	इनि मियद् महात्मा हेके च साधु, मियद् पंडित, इलाहाबाद रेन मियद् ब्राह्मण, एनरेओ चि मियद् देवता हेके......इनिअ नुतुम रेअः असलि पेड़ेः रेअः अन्दाज ने कजिते अटकर दड़िओअ चि प्रतापगढ़रेन होड़ोको मनातिड. तनाचि इनिगे बेदखलि कोटोड. रिका लेद् तईकेना......सोंगड़ा लेकाते गांधीजी के होड़ोको सरकार विरोधी कको मनातिड. तईकेना, मेनदो जमीन्दारकोअः विरोधी बरगि को मनातिड. तना.....अबु गांधीजी आद् सरकार सअः रेबुअ।
ये आदमी तख्तियों के रद्द करने के बारे में, मेठ लोगों से पूछ रहे हैं और मेठ लोग जबाब दे रहे हैं - ‘‘मेरे कम्पनी के बाबू लोग, एक भी अच्छे तख्तियों को रद्द नहीं करते हैं, बेकार में कुछ कुछ आदमी मेरे कम्पनी वाले ऐसा वैसा करके अच्छे तख्तियों को रद्द करते हैं कहके कहते हैं।	ने होड़ोकोदो पालि रादि रअः कजिगेमे’टे कोएतेको कुलितना; अद् मे’टेको कजि रुअड़जदा, “अइञअः कुमपनिरेन बबुको मिअद्रटि बुगिन पालि-को काको रदीअ; समागे दङ तरामरा होड़ोको अइञअः कुमपनिरेनको नेका हेनका बुगिन पालिकोको रदीअ मेनतेको कजीअ।
दुकुरा - लड़की बच्ची को गेठिया हुआ है।	दुकुरा - कुड़ि होन लंगनअकना।
एक व्यक्ति अपने जीवन को बदलने के लिये समझदारी पूर्वक कैसे प्रयास करता है।	मियद् होड़ो अएआ जिदन के बदलि मेनते उड़ुतन लो:ते चिलकए कोसिस रिकाआ।
अकेली माँ उसके छोटे बच्चे पैसों के अभाव में इलाज नहीं करवा पा रही थी।	एसकर एंगा अएअः चोएः होनको पोएसो रेअः जिलअः ते इलाज काएः रिका छाड़ितन तइकेना।
